会社名,会場,ブース番号,説明（日本語）,備考,Best of Innovation,山中行きたい,長坂行きたい,PDFページ,PDF_X,PDF_Y
Pocket RD,LVCC West,62801,POCKET RD Inc.は、アバターと3Dスキャン技術を用いて次世代コミュニケーションを開発する東京のスタートアップです。AVATARIUM Portableは1分でリアルなアバターを生成し、即時のデジタル体験を実現します...,,,,,11.0,302.4,213.22
"PocketDot, Inc.",LVCC West,61458,,,,,,11.0,198.68,331.24
"Polyphenol Factory Co.,Ltd",LVCC West,62633,ポリフェノールファクトリーは、2023年にKAISTのヘシン・リー教授によって設立され、ポリフェノールの天然接着性と褐変特性を活用し、画期的な美容ソリューションを開発しています。旗艦のテクン...,,,,,11.0,243.93,238.41
Portrai Inc.,LVCC West,62949,Portrai Inc.は、AI空間生物学プラットフォームであるInSilicoLabで創薬を加速させています。独自のエンジンと膨大なデータライブラリを活用し、ゼロレイテンシの可視化、バーチャルコホー...,,,,,11.0,429.5,219.83
Postech,LVCC West,61453,POSTECHは1986年に開校し、韓国初の研究志向大学として国内で最も優秀な人材を育成し、韓国の高等教育を普及から移行させる先導を行いました...,,,,,11.0,205.12,304.73
Praxa Sense,LVCC West,62100,私たちは、特許取得済みの血流指数センサーと血圧アルゴリズムであるALISで健康モニタリングに革命をもたらし、PPGセンサーに代わる比類なき精度を実現しています。wea...,,,,,11.0,346.94,271.58
"QUANDO, Inc.",LVCC West,62801,「業界の更新」を使命とする福岡拠点のスタートアップ。日本の「エンジニア不足と労働力不足」という社会的課題をデジタルトランスフォーメーション(DX)を通じて解決するため、「削減...」に注力しました。,,,,,11.0,302.4,213.22
Quester Inc.,LVCC West,62901,クエスターは次世代のセンサーフュージョングローブを開発し、正確な手の追跡を実現しています。私たちはロボティクス、モーションキャプチャー、シミュレーションなどの産業を卓越した精度と堅牢さで支援しています。,,,,,11.0,345.64,219.83
RECONCEPT,LVCC West,60711,リコンコンセプトは、無重力と神経科学に触発された認知的および生理的再生カプセルを開発しています。ストレスを軽減し、内なるバランスを回復し、b...,,,,,11.0,369.65,344.52
REMORA,LVCC West,63432,Remora Technologyは、海事分野で革新的なソリューションを提供する企業です。彼らは特に、無人水中ロボットを開発した無人潜水ロボットで知られています。,,,,,11.0,240.13,184.48
REx Sense,LVCC West,61665,ペットケアの向上 ― イノベーションと思いやりが交差する場所。REx Senseでは、最先端の技術と思いやりを融合させ、ペットモニタリングの定義を再定義しています。特許取得済みのmm波検知に支えられた我々の接触は...,,,,,11.0,185.42,309.14
RNS Science CO. LTD.,LVCC West,62833,R&Sサイエンスは環境分析の革新をリードしています。水質検査に必要な基準物質や試薬を提供しつつ、分析機器の開発や試験の自動化も行っています。,,,,,11.0,241.29,206.6
Ranictek Inc.,LVCC West,62201,Ranictekは台湾に本社を置くIC設計会社で、5G/6G基地局および衛星通信チップを専門としています。特に、O-RANの大規模MIMO RU用のベースバンドチップに注力しています...,,,,,11.0,313.4,238.43
Reed AI,LVCC West,60459,コミュニケーションデコーダーリングの一部であり、感覚学習コーチでもある:リードAIは日常生活から学ぶためのDuolingoのような存在です。言語とリテラシー療法の成果を日常生活とつなぐために作られたこのサイトは、何百万人もの人々の生活につながります...,,,,,11.0,198.68,388.71
Remplir Inc.,LVCC West,62501,Remplirは韓国で最初かつ唯一のLFP(リン酸鉄リチウム)バッテリーメーカーです。現在、Remplirはエンドツーエンドでドローンバッテリーと大容量(>200 Ah)LFPプリズマティックバッテリーを製造しています...,,,,,11.0,347.95,238.42
Restful,LVCC West,60448,Restfulは質の高い睡眠と覚醒のための照明ソリューションを設計しています。私たちのエビデンスに基づく技術は、ブルーライトと赤外線の曝露を自動的に調整することで、概日リズムをサポートします...,,,,,11.0,220.78,397.55
RheoFit,LVCC West,62919,2023年に深圳で設立されたRheoFitは、ロボティクス技術と筋骨格系回復の交差点に位置する先駆的な企業として、身体の健康の未来を再定義することに専念しています...,,,,,11.0,385.42,219.83
RoboQ,LVCC West,62833,私たちは、過酷な産業環境下で24時間365日連続検査を行う自律型ロボットを動かすための物理+AI統合プラットフォームを提供しています。このプラットフォームは高度なSLAMとVision A...を組み合わせています。,,,,,11.0,241.29,206.6
"Robotic Box Co., Ltd.",LVCC West,62501,RoboticBoxは、産業用安全とスマートオートメーションを提供するAIおよびロボティクス企業です。2021年に設立され、高ミックス製造業向けのコンピュータビジョン監視およびインテリジェントハンドリングソリューションを構築しています...,,,,,11.0,347.95,238.42
"Robotin (Shenzhen) Co.,Ltd.",LVCC West,62041,Robotinは家庭用ロボットの研究開発、設計、生産、マーケティングを専門としています。世界初のモジュール式ロボットカーペット洗浄機の発明者である当社のRobotin R2は、115AW真空、3段階洗浄、au...,,,,,11.0,238.47,290.57
SALTMiNE Inc.,LVCC West,63416,SALTMiNEはスモールデータAI技術を用いて、個々の傾向や消費パターンを分析し、カスタマイズされた金融およびライフスタイルサービスを提供します。CARDEUKはユーザーのカードの中で最も良い...,,,,,11.0,273.58,166.82
SGLAB Inc.,LVCC West,62034,SGLABはPGAによって設立され、先進的なセンサー技術、材料科学、AIの専門家が支援する革新的なゴルフテックスタートアップです。明日のゴルフ基準を築くことにコミットし、私たちの使命は...,,,,,11.0,251.73,295.88
SILLO,LVCC West,61445,SILLO Link Gloveは、人間の手の動きや触覚を正確にデジタル化するウェアラブルハンドセンサーです。合計41個の統合センサーを搭載しており、そのうち16個は独自のファイバーベースのストリップ...,,,,,11.0,222.8,304.73
SIM2REAL,LVCC West,62901,Sim2realは、大規模な仮想環境作成を通じて衛星/空中合成データ生成技術とシミュレーション機能を提供します。データを保護し、予測をシミュレーションすることで...,,,,,11.0,345.64,219.83
"SLOKER Co., Ltd.",LVCC West,63416,SLOKERは精密な発酵を提供し、pH、温度、酸素をリアルタイムでモニタリングし、クラウド分析を行っています。このマッシュは自動蒸留と連携し、安定した高品質な蒸留焼酎を保証します。レ...,,,,,11.0,273.58,166.82
SOLIUS,LVCC West,60659,SOLIUS Labsは、SOLIUS PROという精密な日光療法システムで、アプリ制御の環境を通じて自然光の実証された効果を安全に提供する光ベースの健康を先駆的に開いています...,,,,,11.0,198.68,375.44
"SONNET CO., LTD.",LVCC West,62501,,,,,,11.0,347.95,238.42
SQ-MOTORS,LVCC West,60412,,,,,,11.0,269.72,397.55
SYM Healthcare,LVCC West,62643,SYMヘルスケアは、スクリーニング、診断、治療、評価を統合したAI筋骨格系プラットフォーム「4DEE」を構築します。早期の関節機能障害を検出し、AI誘導デジタル治療を実施、可能にします...,,,,,11.0,221.83,238.41
Safeway Inc.,LVCC West,63300,Safeway Inc.は、モビリティとロボティクス技術の統合を牽引する国内のリーディング企業であり、コスト効率の良い物流ロボットおよびライフスタイルモビリティサービスを提供しています。,,,,,11.0,348.82,180.06
SampleFinder by Polaris Brand Promotions,LVCC West,60661,Polaris Brand PromotionsのSampleFinder(「SampleFinder」)は、体験型ブランドアクティベーションを消費者に直接限定的にプロモートする初のアプリです。,,,,,11.0,194.26,375.44
"Samsung Electronics Co., Ltd. (C-Lab)",LVCC West,"61500, 61501, 61502 + 13 more",C-Labは、創造的なアイデアをビジネスチャンスに変え、韓国のスタートアップエコシステムを刺激するために設計されたサムスン運営のプログラムです。C-Labは社内でのアイデアインキュベーションとして始まりました...,,,,,11.0,344.56,331.24
